x,y,z,C,R,G,B
-7.785369532,14.48484369,3.991417524,12,0,1,0.402542633
-8.090386135,13.79948855,3.719502516,12,0,1,0.402542633
-8.167926457,16.65712705,3.965341856,12,0,1,0.402542633
-8.774060535,16.33868006,3.775827041,12,0,1,0.402542633
-7.65703409,13.080733,2.937170764,12,0,1,0.402542633
-7.62912355,15.56382516,3.041945811,12,0,1,0.402542633
-8.28260864,15.43321317,2.901523397,12,0,1,0.402542633
-7.857938669,13.44708185,2.42918619,12,0,1,0.402542633
-7.146395412,14.59127422,2.23976686,12,0,1,0.402542633
-7.398501701,13.80317207,2.006769676,12,0,1,0.402542633
-8.68695599,14.88364263,2.043353322,12,0,1,0.402542633
-6.689674287,15.02362188,1.819108289,12,0,1,0.402542633
-7.119321781,14.54756352,1.630013204,12,0,1,0.402542633
-8.684908173,16.21745699,1.678750829,12,0,1,0.402542633
-9.27412509,15.90750872,1.505779706,12,0,1,0.402542633
-8.600391661,16.09051708,5.165844197,12,0,1,0.402542633
-8.629492519,14.78505863,4.671074378,12,0,1,0.402542633
-7.831468611,14.678423,4.038119911,12,0,1,0.402542633
-8.027920301,13.78973237,3.710216828,12,0,1,0.402542633
-8.136465706,16.72255759,3.974956801,12,0,1,0.402542633
-8.854801395,16.61109992,3.832486263,12,0,1,0.402542633
-7.607986343,13.0888853,2.933746358,12,0,1,0.402542633
-7.583061643,15.59070014,3.042637224,12,0,1,0.402542633
-8.249137351,15.48467203,2.906426236,12,0,1,0.402542633
-7.832019253,13.49761998,2.433963622,12,0,1,0.402542633
-7.115452138,14.64164196,2.244136835,12,0,1,0.402542633
-7.35239222,13.81880044,2.005753058,12,0,1,0.402542633
-8.643742364,14.91451983,2.043942215,12,0,1,0.402542633
-7.171141177,14.76803358,1.65224347,12,0,1,0.402542633
-7.784362556,14.64362904,1.513356642,12,0,1,0.402542633
-9.22378049,15.93330027,1.505535209,12,0,1,0.402542633
-8.549633124,16.1142786,5.165026901,12,0,1,0.402542633
-8.866116677,15.29808387,4.824539646,12,0,1,0.402542633
-7.819600197,14.76507089,4.055338499,12,0,1,0.402542633
-7.833001238,13.5503555,3.639328306,12,0,1,0.402542633
-8.08852511,16.75448679,3.976629069,12,0,1,0.402542633
-8.564110597,16.18520633,3.72814547,12,0,1,0.402542633
-7.58791525,13.14702564,2.941546459,12,0,1,0.402542633
-7.301886725,15.13044812,2.948429938,12,0,1,0.402542633
-8.1836061,15.47589424,2.900052592,12,0,1,0.402542633
-7.795011683,13.52928898,2.435350502,12,0,1,0.402542633
-7.134177786,14.79546554,2.264348055,12,0,1,0.402542633
-7.32478468,13.86935932,2.009820241,12,0,1,0.402542633
-8.118492845,14.10780611,1.929964545,12,0,1,0.402542633
-7.151279688,14.84285023,1.658151482,12,0,1,0.402542633
-7.729640406,14.64894586,1.511448221,12,0,1,0.402542633
-8.484911516,16.11148721,5.155763865,12,0,1,0.402542633
-8.592984483,14.93221643,4.700819955,12,0,1,0.402542633
-7.799586621,14.83716215,4.068547366,12,0,1,0.402542633
-7.792362101,13.57601258,3.639781065,12,0,1,0.402542633
-8.007513597,16.71748565,3.961997322,12,0,1,0.402542633
-8.478420366,16.14287034,3.712384572,12,0,1,0.402542633
-7.727666842,13.48455083,3.011746189,12,0,1,0.402542633
-7.22438148,15.08792863,2.935811159,12,0,1,0.402542633
-7.507942804,14.30418146,2.67615442,12,0,1,0.402542633
-8.051282076,14.0737222,2.528893317,12,0,1,0.402542633
-7.738586906,16.17560016,2.471923613,12,0,1,0.402542633
-7.337001797,13.9963078,2.024945039,12,0,1,0.402542633
-7.905697775,13.83604291,1.889460208,12,0,1,0.402542633
-7.11386214,14.88177661,1.660054063,12,0,1,0.402542633
-8.422961918,16.11356649,5.148135899,12,0,1,0.402542633
-8.549525399,14.96269722,4.702136026,12,0,1,0.402542633
-7.752681494,14.85843618,4.067839739,12,0,1,0.402542633
-7.7116102,13.53131067,3.621436186,12,0,1,0.402542633
-7.91421316,16.65364936,3.941095403,12,0,1,0.402542633
-8.488193583,16.28263396,3.738519541,12,0,1,0.402542633
-7.568279145,13.3008494,2.965517063,12,0,1,0.402542633
-7.470404149,14.33939817,2.678442287,12,0,1,0.402542633
-7.997330066,14.07945653,2.525503005,12,0,1,0.402542633
-7.796393437,16.42568634,2.506474043,12,0,1,0.402542633
-7.386965042,14.19737327,2.05074622,12,0,1,0.402542633
-7.855371838,13.84641307,1.887576225,12,0,1,0.402542633
-7.077551937,14.92330969,1.662257051,12,0,1,0.402542633
-7.676357096,14.76678671,1.518718318,12,0,1,0.402542633
-8.083667607,14.26505962,1.340816342,12,0,1,0.402542633
-8.370384708,16.1333529,5.146229025,12,0,1,0.402542633
-8.505008407,14.99137294,4.702925668,12,0,1,0.402542633
-7.707953764,14.88387708,4.068311332,12,0,1,0.402542633
-7.67725571,13.56762173,3.624833412,12,0,1,0.402542633
-7.845568176,16.64070048,3.932316354,12,0,1,0.402542633
-8.442702013,16.31730199,3.740514627,12,0,1,0.402542633
-7.511501293,13.29579907,2.959239026,12,0,1,0.402542633
-7.38967279,14.29126594,2.665204571,12,0,1,0.402542633
-7.955553346,14.10650765,2.525965299,12,0,1,0.402542633
-7.733724316,16.42353646,2.502513671,12,0,1,0.402542633
-7.258265681,14.05516396,2.026978511,12,0,1,0.402542633
-7.807981044,13.86179507,1.886398794,12,0,1,0.402542633
-7.021144603,14.9224456,1.659753656,12,0,1,0.402542633
-7.38307289,14.30970778,1.469372706,12,0,1,0.402542633
-8.041819233,14.2932679,1.341142379,12,0,1,0.402542633
-8.518632844,15.12330606,4.736093031,12,0,1,0.402542633
-7.664475501,14.91177587,4.069491024,12,0,1,0.402542633
-7.65992546,13.63441914,3.636384075,12,0,1,0.402542633
-7.797378195,16.67089325,3.933779529,12,0,1,0.402542633
-8.413640021,16.38409482,3.74989139,12,0,1,0.402542633
-9.135307598,16.28650228,3.618623277,12,0,1,0.402542633
-7.264713523,14.15588042,2.635787295,12,0,1,0.402542633
-7.913686229,14.1334341,2.526427592,12,0,1,0.402542633
-7.658983228,16.39512937,2.494593167,12,0,1,0.402542633
-7.219182784,14.08531059,2.028122444,12,0,1,0.402542633
-7.741181763,13.84234914,1.880511525,12,0,1,0.402542633
-6.948817703,14.88711507,1.6534451,12,0,1,0.402542633
-7.325066025,14.30481287,1.466555552,12,0,1,0.402542633
-7.985293538,14.29524946,1.339023196,12,0,1,0.402542633
-8.33752147,14.90855592,4.660808548,12,0,1,0.402542633
-7.747192343,15.1871267,4.138129351,12,0,1,0.402542633
-7.686382887,13.78034696,3.668997352,12,0,1,0.402542633
-7.752781761,16.70893029,3.937123828,12,0,1,0.402542633
-9.211874798,16.54174451,3.669037839,12,0,1,0.402542633
-7.094985125,13.93019557,2.589700267,12,0,1,0.402542633
-7.862126658,14.14296579,2.523807848,12,0,1,0.402542633
-7.605731875,16.41225769,2.493637109,12,0,1,0.402542633
-8.001593197,15.73057745,2.261476536,12,0,1,0.402542633
-7.681324476,13.83477768,1.876272681,12,0,1,0.402542633
-6.90980086,14.92280976,1.655047273,12,0,1,0.402542633
-7.272120957,14.30946263,1.464738086,12,0,1,0.402542633
-8.009554285,14.44257698,1.35051521,12,0,1,0.402542633
-8.542752811,15.38615258,4.801901328,12,0,1,0.402542633
-7.686078077,15.18221199,4.130345935,12,0,1,0.402542633
-7.689839312,13.88651636,3.690965956,12,0,1,0.402542633
-7.921863794,17.21144803,4.04978638,12,0,1,0.402542633
-9.071779321,16.40840572,3.633271954,12,0,1,0.402542633
-7.048654232,13.94485316,2.58839278,12,0,1,0.402542633
-8.541512871,15.47671459,2.7571257,12,0,1,0.402542633
-7.540862023,16.40401191,2.488857531,12,0,1,0.402542633
-7.642189539,15.13876975,2.173015613,12,0,1,0.402542633
-7.52379351,13.64955699,1.848013762,12,0,1,0.402542633
-7.242536772,14.36015895,1.467646078,12,0,1,0.402542633
-7.981070847,14.49589443,1.35320481,12,0,1,0.402542633
-7.531705577,14.99123855,4.072085497,12,0,1,0.402542633
-7.605437729,13.83407947,3.670809098,12,0,1,0.402542633
-7.870647155,17.23922796,4.050622275,12,0,1,0.402542633
-9.003918657,16.40431582,3.626233119,12,0,1,0.402542633
-7.005396705,13.96553063,2.588229463,12,0,1,0.402542633
-8.486869035,15.48984884,2.754813994,12,0,1,0.402542633
-7.433549543,14.838451,2.126624364,12,0,1,0.402542633
-7.481881921,13.67257518,1.848013761,12,0,1,0.402542633
-7.188194411,14.36182908,1.465555981,12,0,1,0.402542633
-7.875852113,14.40924233,1.342853867,12,0,1,0.402542633
-7.480041074,15.00296886,4.069018959,12,0,1,0.402542633
-7.507431689,13.75560561,3.643857784,12,0,1,0.402542633
-7.819334775,17.26685845,4.051458648,12,0,1,0.402542633
-8.306755799,16.67644209,3.793183913,12,0,1,0.402542633
-9.086012509,16.67496543,3.679881593,12,0,1,0.402542633
-6.958561145,13.97900909,2.586758658,12,0,1,0.402542633
-8.433642074,15.50539807,2.752964819,12,0,1,0.402542633
-7.351783671,14.7883557,2.116202135,12,0,1,0.402542633
-7.47118572,13.75305634,1.855785014,12,0,1,0.402542633
-7.155616954,14.40700423,1.46791871,12,0,1,0.402542633
-7.842065218,14.45260969,1.344647013,12,0,1,0.402542633
-7.488858793,13.82224977,3.655408449,12,0,1,0.402542633
-7.768327184,17.29522644,4.0525034,12,0,1,0.402542633
-8.252080288,16.69482113,3.791587939,12,0,1,0.402542633
-7.005647865,14.1825046,2.620425032,12,0,1,0.402542633
-7.866365294,14.56875812,2.582368458,12,0,1,0.402542633
-7.281805356,14.76102682,2.109084625,12,0,1,0.402542633
-7.389363724,13.70249244,1.845894339,12,0,1,0.402542633
-7.121949119,14.45032764,1.470099762,12,0,1,0.402542633
-7.810922576,14.5011701,1.346929037,12,0,1,0.402542633
-8.657812204,16.05449813,4.976951586,12,0,1,0.402542633
-7.535460656,14.01071845,3.699119394,12,0,1,0.402542633
-7.716423703,17.32165783,4.053130441,12,0,1,0.402542633
-8.192623667,16.70334424,3.787797322,12,0,1,0.402542633
-8.82468988,16.43459489,3.614818354,12,0,1,0.402542633
-6.982077467,14.24468018,2.627942845,12,0,1,0.402542633
-7.743214834,14.44652103,2.556478584,12,0,1,0.402542633
-7.172379405,14.65233837,2.090400954,12,0,1,0.402542633
-7.351039484,13.73210231,1.846836331,12,0,1,0.402542633
-7.162021913,14.64476965,1.487638787,12,0,1,0.402542633
-7.787074781,14.56373836,1.35051521,12,0,1,0.402542633
-8.602597403,16.06992635,4.973529325,12,0,1,0.402542633
-7.431888554,13.92035305,3.669223851,12,0,1,0.402542633
-8.129333881,16.70372993,3.782211176,12,0,1,0.402542633
-8.801010833,16.51184111,3.625852605,12,0,1,0.402542633
-6.842551857,14.06907739,2.591661498,12,0,1,0.402542633
-7.694216069,14.46148552,2.554937447,12,0,1,0.402542633
-7.130859966,14.68141135,2.091417809,12,0,1,0.402542633
-7.407196898,13.93962231,1.87168062,12,0,1,0.402542633
-7.041845133,14.51167442,1.471917228,12,0,1,0.402542633
-7.747964094,14.59812488,1.351493322,12,0,1,0.402542633
-8.552802027,16.09539223,4.973266112,12,0,1,0.402542633
-7.385953837,13.93706359,3.667638368,12,0,1,0.402542633
-8.088275803,16.74976926,3.786999336,12,0,1,0.402542633
-8.755821353,16.54917728,3.628135463,12,0,1,0.402542633
-7.209684456,14.94030889,2.748063371,12,0,1,0.402542633
-7.597672529,14.38629564,2.537523354,12,0,1,0.402542633
-7.346306781,15.24381173,2.168312807,12,0,1,0.402542633
-7.37180843,13.97633476,1.873564484,12,0,1,0.402542633
-6.99167439,14.52154578,1.470735864,12,0,1,0.402542633
-7.724045621,14.6615072,1.355160915,12,0,1,0.402542633
-8.528136601,16.16848773,4.987743843,12,0,1,0.402542633
-7.535876812,14.32601924,3.763892955,12,0,1,0.402542633
-8.03896714,16.77892407,3.78799688,12,0,1,0.402542633
-8.700900276,16.56813928,3.626423142,12,0,1,0.402542633
-7.227293641,15.09494123,2.772414253,12,0,1,0.402542633
-7.516801843,14.3395284,2.52519473,12,0,1,0.402542633
-7.485955797,14.29888657,1.913715722,12,0,1,0.402542633
-7.682723245,14.69220071,1.35581299,12,0,1,0.402542633
-8.501759969,16.23901905,5.001432403,12,0,1,0.402542633
-7.552748078,14.46563222,3.794467991,12,0,1,0.402542633
-7.986189609,16.80085319,3.787398211,12,0,1,0.402542633
-8.648667302,16.59214362,3.625852604,12,0,1,0.402542633
-7.183065748,15.12149827,2.773231314,12,0,1,0.402542633
-7.466844684,14.35112726,2.523191299,12,0,1,0.402542633
-8.21214161,17.31124801,2.455175894,12,0,1,0.402542633
-7.443883858,14.32531136,1.914186719,12,0,1,0.402542633
-8.457237455,16.2752994,5.004590976,12,0,1,0.402542633
-7.720756382,14.89864814,3.901820012,12,0,1,0.402542633
-7.945474736,16.84831723,3.792585481,12,0,1,0.402542633
-8.514718428,16.4581597,3.590847751,12,0,1,0.402542633
-7.146312881,15.16399056,2.776990221,12,0,1,0.402542633
-7.425047804,14.37835713,2.523961867,12,0,1,0.402542633
-7.69691597,16.35453292,2.316129226,12,0,1,0.402542633
-7.915620813,15.34804285,2.047592166,12,0,1,0.402542633
-8.384713776,16.25744088,4.991166103,12,0,1,0.402542633
-7.711542585,14.9932902,3.920391626,12,0,1,0.402542633
-7.898315525,16.88237768,3.794779887,12,0,1,0.402542633
-8.554320793,16.65974448,3.629086752,12,0,1,0.402542633
-7.935833568,16.97414807,3.104012296,12,0,1,0.402542633
-7.525111577,14.6824437,2.573276128,12,0,1,0.402542633
-7.64250874,16.36908299,2.314858218,12,0,1,0.402542633
-7.634568435,14.91524257,1.986717941,12,0,1,0.402542633
-7.63495185,14.95701879,3.904764243,12,0,1,0.402542633
-7.890623288,17.00163683,3.816126935,12,0,1,0.402542633
-8.559334029,16.79612397,3.653057357,12,0,1,0.402542633
-7.879984553,16.99035961,3.102541254,12,0,1,0.402542633
-7.499293358,14.74333026,2.579902734,12,0,1,0.402542633
-7.584275364,14.92974062,1.985540392,12,0,1,0.402542633
-7.729883883,15.25841416,3.977238246,12,0,1,0.402542633
-7.870798985,17.09608263,3.831887833,12,0,1,0.402542633
-8.359779037,16.52969745,3.589515945,12,0,1,0.402542633
-7.012217393,15.2416684,2.779278323,12,0,1,0.402542633
-7.441113786,14.74068905,2.575433578,12,0,1,0.402542633
-7.538882907,14.95382531,1.985658171,12,0,1,0.402542633
-7.667722536,15.25159943,3.969311306,12,0,1,0.402542633
-7.85413287,17.19858633,3.84944426,12,0,1,0.402542633
-8.298018204,16.53333176,3.584759971,12,0,1,0.402542633
-6.937162072,15.20118177,2.768001602,12,0,1,0.402542633
-7.267073428,14.50637775,2.530588473,12,0,1,0.402542633
-7.484971911,14.96089865,1.983538631,12,0,1,0.402542633
-7.627417635,15.2881247,3.972708767,12,0,1,0.402542633
-8.245942555,16.55607512,3.584189197,12,0,1,0.402542633
-7.232211015,14.54806963,2.533978786,12,0,1,0.402542633
-7.448752197,15.00335934,1.986129048,12,0,1,0.402542633
-8.200330573,16.59185646,3.586472055,12,0,1,0.402542633
-7.320428049,14.83956439,2.580827321,12,0,1,0.402542633
-7.40795404,15.03683099,1.987542154,12,0,1,0.402542633
-8.142904141,16.60371516,3.583618423,12,0,1,0.402542633
-8.210994786,16.77438526,2.912927711,12,0,1,0.402542633
-7.381412503,15.09963415,1.992840531,12,0,1,0.402542633
-8.1507783,16.74955681,3.609681863,12,0,1,0.402542633
-8.15690291,16.79416546,2.912002887,12,0,1,0.402542633
-7.361922574,15.17760485,2.000140907,12,0,1,0.402542633
-8.097218327,16.77006401,3.608730574,12,0,1,0.402542633
-7.276619263,15.09946078,2.614268626,12,0,1,0.402542633
-7.39843778,15.37281773,2.022865774,12,0,1,0.402542633
-8.051244482,16.80633861,3.611203692,12,0,1,0.402542633
-7.194458625,15.04683577,2.601323688,12,0,1,0.402542633
-8.072670846,16.90631254,2.22138429,12,0,1,0.402542633
-7.991638455,16.81411295,3.607589028,12,0,1,0.402542633
-7.922374353,16.70070062,2.883030976,12,0,1,0.402542633
-7.062490602,14.90818191,1.955986264,12,0,1,0.402542633
-7.87025899,16.72313897,2.882722701,12,0,1,0.402542633
-7.032770648,14.96393134,1.960460665,12,0,1,0.402542633
-6.960812098,14.92963516,1.953160408,12,0,1,0.402542633
-7.059097985,15.24157788,2.619816388,12,0,1,0.402542633
-6.924563527,14.9716504,1.955868604,12,0,1,0.402542633
-6.88315378,15.00275306,1.957163695,12,0,1,0.402542633
-6.9765074,15.3088805,2.623977269,12,0,1,0.402542633
-6.835859492,15.02108731,1.956810477,12,0,1,0.402542633
-6.793828642,15.05104048,1.957988026,12,0,1,0.402542633
-6.81903717,15.23133121,1.978711131,12,0,1,0.402542633
-7.394035375,15.6120626,2.266939943,12,0,1,0.402542633
-7.562180433,14.65577196,2.156087109,12,0,1,0.402542633
-7.821616767,13.97540112,2.097101415,12,0,1,0.402542633
-8.433149703,14.02963266,2.138870289,12,0,1,0.402542633
-7.790228067,13.9237096,2.016207027,12,0,1,0.402542633
-8.409389099,13.94509748,2.040119009,12,0,1,0.402542633
-8.829763242,13.59427683,2.04725126,12,0,1,0.402542633
-9.148539196,13.05567131,2.001353228,12,0,1,0.402542633
-9.688894497,12.92251514,2.052550026,12,0,1,0.402542633
-10.68996413,13.32485009,2.153402008,12,0,1,0.402542633
-9.697547261,14.98973848,0.25762364,12,0,1,0.402542633
-9.664215781,12.06657404,0.22420259,12,0,1,0.402542633
-10.19626049,11.89199595,0.227244065,12,0,1,0.402542633
-10.64945754,11.58884683,0.22819208,12,0,1,0.402542633
-11.51075038,11.68485568,0.237507911,12,0,1,0.402542633
-12.29767284,11.68736536,0.259293319,12,0,1,0.402542633
-16.83849521,31.66556277,1.33325876,13,0,1,0.502648035
-16.97363271,31.94793345,0.0246249,13,0,1,0.502648035
-16.69788557,31.63488331,1.329803836,13,0,1,0.502648035
-16.72160186,31.70796253,0.024400276,13,0,1,0.502648035
-16.64063536,31.76208969,1.332998646,13,0,1,0.502648035
-16.90896129,31.60433567,0.988674582,13,0,1,0.502648035
-16.7898852,31.61456773,0.987378657,13,0,1,0.502648035
-16.69933989,31.6783098,0.987764657,13,0,1,0.502648035
-16.61087996,31.74622259,0.988288523,13,0,1,0.502648035
-16.53551847,31.83961689,0.989612044,13,0,1,0.502648035
-16.90508139,31.6254407,0.647853823,13,0,1,0.502648035
-16.79485556,31.65242512,0.647348078,13,0,1,0.502648035
-16.69720173,31.70291694,0.647330018,13,0,1,0.502648035
-16.61051391,31.77437369,0.647745462,13,0,1,0.502648035
-16.5332147,31.86423378,0.64854023,13,0,1,0.502648035
-16.8810963,31.61954947,0.310925884,13,0,1,0.502648035
-16.78681798,31.67649279,0.310977949,13,0,1,0.502648035
-16.65091816,31.6543911,0.310257984,13,0,1,0.502648035
-14.00738938,30.04852679,0.02256653,14,0,1,0.602753436
-13.86308956,29.97881013,0.022482126,14,0,1,0.602753436
-13.92182273,30.32055819,1.240310681,14,0,1,0.602753436
-13.81399564,30.11482139,0.022552236,14,0,1,0.602753436
-13.90543428,29.87166749,0.595271917,14,0,1,0.602753436
-13.99606263,30.30905025,0.603129419,14,0,1,0.602753436
-13.71480532,29.94097431,0.594964893,14,0,1,0.602753436
-13.67499509,30.09760553,0.597240837,14,0,1,0.602753436
-13.52220556,30.00542061,0.594585569,14,0,1,0.602753436
-13.40683115,29.99473606,0.593555959,14,0,1,0.602753436
-13.90492958,29.91065569,0.286126418,14,0,1,0.602753436
-13.83068687,29.99131294,0.286490751,14,0,1,0.602753436
-13.75150471,30.06179195,0.286759628,14,0,1,0.602753436
-11.0166873,24.74119836,4.000733355,15,0,1,0.702858838
-10.94472722,24.78392916,4.002194385,15,0,1,0.702858838
-10.81347682,24.69143213,3.981881599,15,0,1,0.702858838
-11.64005092,26.80229959,3.232198994,15,0,1,0.702858838
-11.57113481,26.86892292,3.235937159,15,0,1,0.702858838
-10.78856059,25.26482074,4.0581641,15,0,1,0.702858838
-11.51011568,26.95457142,3.241983931,15,0,1,0.702858838
-10.68631269,25.23949802,4.048811416,15,0,1,0.702858838
-10.51009219,24.82329083,2.981750052,15,0,1,0.702858838
-10.35304727,24.66284603,3.951193551,15,0,1,0.702858838
-10.3330902,24.6153056,2.952945273,15,0,1,0.702858838
-10.26441034,24.66343912,3.946224908,15,0,1,0.702858838
-10.23957339,24.60376141,2.947777789,15,0,1,0.702858838
-10.17200279,24.65435611,2.950086635,15,0,1,0.702858838
-10.45479956,25.56193562,4.07964609,15,0,1,0.702858838
-10.09481205,24.68176638,2.94964699,15,0,1,0.702858838
-10.59399071,25.93454738,2.066624508,15,0,1,0.702858838
-10.36220361,25.55905168,4.074092845,15,0,1,0.702858838
-11.14455812,24.84330388,3.753565812,15,0,1,0.702858838
-10.51325148,25.96415392,2.066403732,15,0,1,0.702858838
-11.03365577,24.79954073,3.741821313,15,0,1,0.702858838
-10.47500669,26.0666823,3.107414287,15,0,1,0.702858838
-9.943218734,24.77458641,1.969292746,15,0,1,0.702858838
-10.98911255,24.9048744,3.752609754,15,0,1,0.702858838
-10.48178283,26.3166154,3.133360665,15,0,1,0.702858838
-10.00650254,25.15525452,1.997101651,15,0,1,0.702858838
-10.01682917,25.37545034,4.029960135,15,0,1,0.702858838
-10.86460144,24.82865836,3.736085678,15,0,1,0.702858838
-10.3028238,26.0999551,3.10378627,15,0,1,0.702858838
-10.4241713,26.44113824,2.096640454,15,0,1,0.702858838
-9.901449156,25.31024897,4.014761906,15,0,1,0.702858838
-10.81913618,24.93275672,3.746737505,15,0,1,0.702858838
-10.32517925,26.39339361,3.134899895,15,0,1,0.702858838
-11.65896584,26.89127941,2.949805235,15,0,1,0.702858838
-10.20363886,26.11629215,2.068389998,15,0,1,0.702858838
-9.816242958,25.32113685,4.011693456,15,0,1,0.702858838
-10.90782676,25.34983701,3.804367089,15,0,1,0.702858838
-10.23984536,26.41382699,3.133580725,15,0,1,0.702858838
-11.57012135,26.9122981,2.948203063,15,0,1,0.702858838
-10.0204862,25.88148948,2.04734932,15,0,1,0.702858838
-9.74489797,25.36775639,4.014323691,15,0,1,0.702858838
-10.83389068,25.39229434,3.805732751,15,0,1,0.702858838
-10.20509582,26.56573712,3.147873204,15,0,1,0.702858838
-9.794576052,25.53035131,2.017186032,15,0,1,0.702858838
-9.886617677,25.97445681,4.105511647,15,0,1,0.702858838
-10.628185,25.12342406,3.760530495,15,0,1,0.702858838
-9.468018094,24.87469775,2.944039862,15,0,1,0.702858838
-9.701320603,25.52112767,2.014096127,15,0,1,0.702858838
-10.28399492,24.51918215,3.66534617,15,0,1,0.702858838
-9.175613452,24.33074487,2.876315158,15,0,1,0.702858838
-10.44862311,24.9336482,2.720794415,15,0,1,0.702858838
-9.524909069,25.29038206,1.993570433,15,0,1,0.702858838
-9.727055871,26.03463091,4.105511647,15,0,1,0.702858838
-10.18057667,24.48292897,3.655240559,15,0,1,0.702858838
-9.137103158,24.45561274,2.887749236,15,0,1,0.702858838
-10.37093308,24.96282979,2.720494007,15,0,1,0.702858838
-9.445182485,25.31387781,1.99312912,15,0,1,0.702858838
-9.896583471,26.74260043,5.292162459,15,0,1,0.702858838
-9.217558642,24.9037292,3.922697048,15,0,1,0.702858838
-10.10805896,24.52045904,3.65619638,15,0,1,0.702858838
-9.037535313,24.4173483,2.879943411,15,0,1,0.702858838
-10.15107078,24.64677113,2.682642436,15,0,1,0.702858838
-9.204967308,24.90308303,1.958551631,15,0,1,0.702858838
-9.872020834,26.92977048,5.323183102,15,0,1,0.702858838
-9.169716561,25.00991033,3.934972505,15,0,1,0.702858838
-10.10885454,24.73751006,3.683918739,15,0,1,0.702858838
-8.917075811,24.32084619,2.865320962,15,0,1,0.702858838
-10.20741502,25.00112393,2.717790341,15,0,1,0.702858838
-9.099376154,24.85160545,1.95229827,15,0,1,0.702858838
-9.7994221,26.98765602,5.328657668,15,0,1,0.702858838
-9.107127339,25.07697877,3.941110115,15,0,1,0.702858838
-10.08051972,24.88593216,3.701398636,15,0,1,0.702858838
-8.928936238,24.58631821,2.893356363,15,0,1,0.702858838
-10.13999576,25.0553796,2.720293735,15,0,1,0.702858838
-9.012888534,24.85127856,1.950091229,15,0,1,0.702858838
-9.887799994,27.49368241,6.550732533,15,0,1,0.702858838
-9.695949585,26.96023097,5.317344229,15,0,1,0.702858838
-10.30422005,25.63958482,4.84951627,15,0,1,0.702858838
-9.021108725,25.07966788,3.937164526,15,0,1,0.702858838
-10.22558344,25.46832124,3.783336425,15,0,1,0.702858838
-8.814103425,24.50416963,2.880492967,15,0,1,0.702858838
-10.06604245,25.09375791,2.721094822,15,0,1,0.702858838
-8.933569208,24.87036599,1.94942914,15,0,1,0.702858838
-9.815190398,27.55697904,6.558608451,15,0,1,0.702858838
-9.56337712,26.84999206,5.289790194,15,0,1,0.702858838
-10.20036136,25.60793947,4.837589141,15,0,1,0.702858838
-8.953750172,25.13424964,3.941402415,15,0,1,0.702858838
-10.351784,26.01317309,3.859538579,15,0,1,0.702858838
-8.736549261,24.52454236,2.879723352,15,0,1,0.702858838
-10.11362305,25.43795416,2.755040859,15,0,1,0.702858838
-8.859900873,24.9051732,1.950017677,15,0,1,0.702858838
-9.644262212,27.34218745,6.500414294,15,0,1,0.702858838
-9.48291961,26.88476827,5.290885012,15,0,1,0.702858838
-9.509817573,26.95652718,4.222565632,15,0,1,0.702858838
-10.21050423,25.88906758,3.836459422,15,0,1,0.702858838
-8.711199695,24.69276454,2.896324676,15,0,1,0.702858838
-10.06799682,25.55125001,2.763952946,15,0,1,0.702858838
-9.325913495,26.47204237,2.070449934,15,0,1,0.702858838
-9.448039225,27.05014763,6.42406265,15,0,1,0.702858838
-9.333110704,26.7166074,4.18047903,15,0,1,0.702858838
-10.04123367,25.69052908,3.802455211,15,0,1,0.702858838
-8.702271921,24.91079464,2.91875295,15,0,1,0.702858838
-9.835745621,25.18812199,2.72139523,15,0,1,0.702858838
-9.20622083,26.3903571,2.061842309,15,0,1,0.702858838
-9.27411169,26.81618407,6.361712376,15,0,1,0.702858838
-9.15292238,26.46576488,5.197275202,15,0,1,0.702858838
-8.603359026,24.87248094,3.887770872,15,0,1,0.702858838
-10.1087066,26.09903229,3.858309293,15,0,1,0.702858838
-10.82490164,25.172092,3.511116285,15,0,1,0.702858838
-8.677142628,25.08578865,2.936123889,15,0,1,0.702858838
-9.584992696,24.76999116,2.673029399,15,0,1,0.702858838
-11.46040915,26.67682926,2.649487451,15,0,1,0.702858838
-9.133678289,26.44298675,2.063755141,15,0,1,0.702858838
-9.184843229,26.8242014,6.356899183,15,0,1,0.702858838
-9.064039574,26.47139501,5.192895453,15,0,1,0.702858838
-10.01639134,26.0722943,4.901718972,15,0,1,0.702858838
-8.541754887,24.94180986,3.894493084,15,0,1,0.702858838
-9.898674162,25.79142658,3.808327461,15,0,1,0.702858838
-10.83010298,25.39861405,3.538061399,15,0,1,0.702858838
-8.597562813,25.10476859,2.935244362,15,0,1,0.702858838
-9.357203806,24.40351836,2.630371546,15,0,1,0.702858838
-11.34963113,26.64406577,2.642762617,15,0,1,0.702858838
-9.046378092,26.45295415,2.062357293,15,0,1,0.702858838
-9.140722157,26.9649963,6.383589665,15,0,1,0.702858838
-9.106833898,26.86502694,5.264608424,15,0,1,0.702858838
-9.925492764,26.0743659,4.896360751,15,0,1,0.702858838
-8.438829449,24.890136,3.882364014,15,0,1,0.702858838
-9.534285268,25.0716632,3.697711493,15,0,1,0.702858838
-10.76951182,25.47283179,3.543780822,15,0,1,0.702858838
-8.52465154,25.14326585,2.936673682,15,0,1,0.702858838
-9.267096422,24.39211698,2.626065707,15,0,1,0.702858838
-11.26124784,26.66316439,2.641217665,15,0,1,0.702858838
